-4.58257569495584 0.0 1.098545389774668e-5
-4.5815756949558395 1.2631870857957336e-17 1.1035905577486244e-5
-4.58057569495584 3.789561257387201e-17 1.1086577874494728e-5
-4.57957569495584 1.2631870857957336e-17 1.1137471700177951e-5
-4.57857569495584 5.052748343182934e-17 1.1188587969459767e-5
-4.57757569495584 0.0 1.1239927600794895e-5
-4.57657569495584 5.052748343182934e-17 1.1291491516181152e-5
-4.57557569495584 3.789561257387201e-17 1.1343280641172166e-5
-4.57457569495584 7.579122514774402e-17 1.13952959048901e-5
-4.5735756949558395 -1.2631870857957336e-17 1.144753824003802e-5
-4.57257569495584 5.052748343182934e-17 1.1500008582912686e-5
-4.57157569495584 6.315935428978668e-17 1.1552707873417464e-5
-4.57057569495584 1.0105496686365869e-16 1.160563705507472e-5
-4.56957569495584 1.5158245029548803e-16 1.1658797075039026e-5
-4.56857569495584 2.6526928801710404e-16 1.1712188884109668e-5
-4.56757569495584 4.4211548002850677e-16 1.1765813436743637e-5
-4.56657569495584 7.958078640513122e-16 1.1819671691068746e-5
-4.5655756949558395 1.200027731505947e-15 1.1873764608896264e-5
-4.56457569495584 1.9326762412674726e-15 1.1928093155734132e-5
-4.56357569495584 2.816907201324486e-15 1.1982658300800065e-5
-4.56257569495584 4.1432536414100066e-15 1.203746101703435e-5
-4.56157569495584 5.8611880780922034e-15 1.2092502281113363e-5
-4.56057569495584 8.273875411962055e-15 1.2147783073462449e-5
-4.55957569495584 1.1356051901303646e-14 1.2203304378269119e-5
-4.55857569495584 1.5284563738128375e-14 1.2259067183496675e-5
-4.5575756949558395 2.0450998919032927e-14 1.2315072480896995e-5
-4.55657569495584 2.688062118573321e-14 1.2371321266024169e-5
-4.55557569495584 3.4876595438820204e-14 1.2427814538247969e-5
-4.55457569495584 4.493156464175425e-14 1.2484553300766931e-5
-4.55357569495584 5.71718475031149e-14 1.2541538560622167e-5
-4.55257569495584 7.205219137378865e-14 1.2598771328710626e-5
-4.55157569495584 9.00399754755199e-14 1.2656252619798714e-5
-4.55057569495584 1.1164047464262694e-13 1.2713983452536e-5
